timestamp,open,high,low,close,volume
1788684660000,79768.58000000,79768.58000000,79768.58000000,79768.58000000,0.00009000
1788684720000,79802.39000000,79802.39000000,79802.39000000,79802.39000000,0.00062000
1788684780000,79832.80000000,79832.80000000,79830.90000000,79830.90000000,0.00027000
1788684840000,79830.90000000,79830.90000000,79830.90000000,79830.90000000,0.00000000
1788684900000,79859.58000000,79859.58000000,79858.12000000,79858.13000000,0.00099000
1788684960000,79880.24000000,79880.24000000,79849.94000000,79852.04000000,0.00144000
1788685020000,79852.04000000,79852.04000000,79852.04000000,79852.04000000,0.00000000
1788685080000,79852.04000000,79852.04000000,79852.04000000,79852.04000000,0.00000000
1788685140000,79852.04000000,79852.04000000,79852.04000000,79852.04000000,0.00000000
1788685200000,79852.04000000,79852.04000000,79852.04000000,79852.04000000,0.00000000
1788685260000,79854.76000000,79854.76000000,79854.76000000,79854.76000000,0.00086000
1788685320000,79854.75000000,79854.75000000,79815.17000000,79815.17000000,0.00018000
1788685380000,79815.17000000,79815.17000000,79815.17000000,79815.17000000,0.00000000
1788685440000,79815.17000000,79815.17000000,79815.17000000,79815.17000000,0.00000000
1788685500000,79815.17000000,79815.17000000,79815.17000000,79815.17000000,0.00000000
1788685560000,79815.17000000,79815.17000000,79815.17000000,79815.17000000,0.00000000
1788685620000,79876.58000000,79876.58000000,79876.58000000,79876.58000000,0.00012000
1788685680000,79876.58000000,79876.58000000,79876.58000000,79876.58000000,0.00000000
1788685740000,79876.58000000,79876.58000000,79876.58000000,79876.58000000,0.00000000
1788685800000,79894.89000000,79912.38000000,79894.89000000,79912.38000000,0.02575000
1788685860000,79907.06000000,79907.06000000,79883.13000000,79883.13000000,0.00206000
1788685920000,79919.93000000,79921.67000000,79919.93000000,79921.67000000,0.02502000
1788685980000,79921.67000000,79921.67000000,79921.67000000,79921.67000000,0.00000000
1788686040000,79937.33000000,79937.33000000,79933.89000000,79933.89000000,0.02505000
1788686100000,79933.91000000,79933.91000000,79933.91000000,79933.91000000,0.00017000
1788686160000,79933.91000000,79933.91000000,79933.91000000,79933.91000000,0.00000000
1788686220000,79933.91000000,79933.91000000,79933.91000000,79933.91000000,0.00000000
1788686280000,79933.91000000,79933.91000000,79933.91000000,79933.91000000,0.00000000
1788686340000,79965.68000000,79965.68000000,79965.68000000,79965.68000000,0.00009000
1788686400000,79936.08000000,79936.09000000,79936.08000000,79936.09000000,0.00324000
1788686460000,79951.67000000,79951.67000000,79944.06000000,79944.06000000,0.00501000
1788686520000,79944.07000000,79976.50000000,79922.89000000,79946.55000000,0.00805000
1788686580000,79983.57000000,79983.57000000,79983.57000000,79983.57000000,0.00009000
1788686640000,79983.57000000,79983.57000000,79983.57000000,79983.57000000,0.00000000
1788686700000,79983.57000000,79983.57000000,79983.57000000,79983.57000000,0.00000000
1788686760000,79983.57000000,79983.57000000,79983.57000000,79983.57000000,0.00000000
1788686820000,79983.57000000,79983.57000000,79983.57000000,79983.57000000,0.00000000
1788686880000,79964.12000000,79998.11000000,79964.12000000,79991.90000000,0.02512000
1788686940000,79983.95000000,80005.25000000,79983.95000000,79999.84000000,0.09593000
1788687000000,79999.83000000,79999.83000000,79976.56000000,79981.39000000,0.10278000
1788687060000,79981.39000000,79981.39000000,79981.39000000,79981.39000000,0.00000000
1788687120000,79981.39000000,79981.39000000,79981.39000000,79981.39000000,0.00000000
1788687180000,79981.39000000,79981.39000000,79981.39000000,79981.39000000,0.00000000
1788687240000,79989.93000000,79989.93000000,79989.93000000,79989.93000000,0.00178000
1788687300000,79979.32000000,79979.32000000,79979.32000000,79979.32000000,0.00007000
1788687360000,79963.20000000,79963.20000000,79963.20000000,79963.20000000,0.00005000
1788687420000,79963.20000000,79963.20000000,79963.20000000,79963.20000000,0.00000000
1788687480000,79963.20000000,79963.20000000,79963.20000000,79963.20000000,0.00000000
1788687540000,79919.23000000,79919.23000000,79919.23000000,79919.23000000,0.00005000
1788687600000,79919.23000000,79919.23000000,79874.11000000,79874.11000000,0.01535000
1788687660000,79874.11000000,79874.11000000,79874.11000000,79874.11000000,0.00000000
1788687720000,79874.11000000,79874.11000000,79874.11000000,79874.11000000,0.00000000
1788687780000,79906.64000000,79906.64000000,79838.56000000,79838.56000000,0.00646000
1788687840000,79861.86000000,79861.86000000,79861.86000000,79861.86000000,0.00626000
1788687900000,79861.86000000,79861.86000000,79861.86000000,79861.86000000,0.00000000
1788687960000,79861.86000000,79861.86000000,79861.86000000,79861.86000000,0.00000000
1788688020000,79861.86000000,79861.86000000,79861.86000000,79861.86000000,0.00000000
1788688080000,79861.86000000,79861.86000000,79861.86000000,79861.86000000,0.00000000
1788688140000,79861.86000000,79861.86000000,79861.86000000,79861.86000000,0.00000000
1788688200000,79861.86000000,79861.86000000,79861.86000000,79861.86000000,0.00000000
1788688260000,79861.86000000,79861.86000000,79861.86000000,79861.86000000,0.00000000
1788688320000,79861.86000000,79861.86000000,79861.86000000,79861.86000000,0.00000000
1788688380000,79861.86000000,79861.86000000,79861.86000000,79861.86000000,0.00000000
1788688440000,79861.86000000,79861.86000000,79861.86000000,79861.86000000,0.00000000
